scorer,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo,Eduardo
bodyparts,snout,snout,left_ear,left_ear,right_ear,right_ear,tail_base,tail_base
coords,x,y,x,y,x,y,x,y
labeled-data/A1ENBX93_2020-12-06_11-23-05/img00640.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img00820.png,772.1495789718385,297.16157734770496,806.3364445495433,268.0830939827606,775.2931987950757,244.5059453084814,831.4854031354412,139.9805861858436
labeled-data/A1ENBX93_2020-12-06_11-23-05/img01169.png,1268.5601479307106,854.7351903540068,1311.0812614118815,823.9752359208194,1280.321306978694,805.8811450777679,1311.985965954034,679.2225091764076
labeled-data/A1ENBX93_2020-12-06_11-23-05/img01935.png,1265.951952131604,506.9525084001962,1311.1254948386313,478.38120788464045,1287.187378190463,457.9179791370127,1392.2062125179114,378.76775473581085
labeled-data/A1ENBX93_2020-12-06_11-23-05/img02315.png,1414.0190913814804,407.82933200577554,1420.0527396032605,363.6884318569628,1386.708894167107,373.8503657041715,1356.5406530582063,270.3256646357328
labeled-data/A1ENBX93_2020-12-06_11-23-05/img03013.png,929.0627604546668,402.2481274393688,952.7655625375783,440.2297259577692,971.6135738324235,417.95480351840655,1107.5477158982776,483.9228430503651
labeled-data/A1ENBX93_2020-12-06_11-23-05/img03042.png,946.4597650249527,394.9739373832734,958.2140702506471,436.2819243192852,982.0585179941986,409.7507782384321,1089.1906141940992,480.94828417692406
labeled-data/A1ENBX93_2020-12-06_11-23-05/img03179.png,903.6794445540252,579.7266676180578,924.4282492303628,532.7688465084517,892.2129998644702,531.1307829813725,917.8759951220457,373.33066320606827
labeled-data/A1ENBX93_2020-12-06_11-23-05/img03503.png,,,,,,,1524.3283648608494,299.04153510943854
labeled-data/A1ENBX93_2020-12-06_11-23-05/img03903.png,1134.0181565328128,487.8793261970818,,,,,1287.8727592770624,526.6582527084398
labeled-data/A1ENBX93_2020-12-06_11-23-05/img04411.png,795.9441663005409,484.211434660882,,,,,630.3581044048935,540.8811219540502
labeled-data/A1ENBX93_2020-12-06_11-23-05/img04516.png,1301.7315055059235,434.14855790145174,1261.1431699102602,441.34507130493813,1276.1119177895118,470.7068459911626,1135.9238366895972,493.1599678100401
labeled-data/A1ENBX93_2020-12-06_11-23-05/img05479.png,543.0649439840831,434.0404502778795,566.1212021643958,469.02235924111227,584.1421855696975,446.76114444632776,692.5331004633508,489.16345834115543
labeled-data/A1ENBX93_2020-12-06_11-23-05/img05541.png,401.73870458951046,185.16774515315183,425.7956208240221,217.55205546884056,443.6840969984025,191.02776321027648,518.939065732003,286.0217401362967
labeled-data/A1ENBX93_2020-12-06_11-23-05/img05743.png,364.0256651013799,395.40865248499256,395.85481581165686,371.43855133280874,368.7410948362358,358.47111956195516,452.83292510783156,266.12728725436165
labeled-data/A1ENBX93_2020-12-06_11-23-05/img06761.png,341.9484640120188,552.4463530688645,352.45765818853863,602.4701173490987,381.46303411573325,582.2924645301807,469.31989743143873,671.4104311470686
labeled-data/A1ENBX93_2020-12-06_11-23-05/img07942.png,581.4607486833063,461.34754042614844,565.7380803522608,504.96526547356495,598.7049655625174,508.0083625698963,519.0772582085128,593.215081267175
labeled-data/A1ENBX93_2020-12-06_11-23-05/img08072.png,540.0271928691373,382.17099734735666,499.58964136383275,350.09053981981515,490.6933800326658,380.55349528714453,381.78157464504585,311.0009066980209
labeled-data/A1ENBX93_2020-12-06_11-23-05/img08475.png,,,,,,,1464.4994961409368,346.11842995827936
labeled-data/A1ENBX93_2020-12-06_11-23-05/img09399.png,493.59612798307336,608.9171881313536,544.645680999233,592.5251298234123,527.3169336451238,563.4877693922022,635.0361739544518,511.0331828067903
labeled-data/A1ENBX93_2020-12-06_11-23-05/img09520.png,568.9523665102091,531.827496863127,531.5624813160955,560.0606754790904,555.9803655244963,578.7556180761472,457.9272992501369,653.5353884643746
labeled-data/A1ENBX93_2020-12-06_11-23-05/img09764.png,686.7290381536975,242.51404178269365,682.479668334496,205.68617001628076,654.8587645096864,214.893137957884,578.0159936124595,112.20003399384814
labeled-data/A1ENBX93_2020-12-06_11-23-05/img09772.png,635.7493392943076,308.87868916444427,657.9146005770456,264.5481665989681,630.9996404480066,260.32621206892276,639.4435495080972,137.88953069760777
labeled-data/A1ENBX93_2020-12-06_11-23-05/img09817.png,922.677038235721,587.5176358747465,907.3975837460331,545.4991360281047,881.6135042946847,563.6434882346091,772.2699081028557,486.7687328333667
labeled-data/A1ENBX93_2020-12-06_11-23-05/img09885.png,1444.717373979408,702.7911591110483,1424.3158296323813,658.5154671238844,1397.8372295224108,678.9170114709109,1317.0992029575827,567.3596306797235
labeled-data/A1ENBX93_2020-12-06_11-23-05/img11446.png,380.209716756671,787.9638828497734,412.0480058966667,756.1255937097778,383.06090682890954,739.9688499670934,495.6829146823269,623.5452553506915
labeled-data/A1ENBX93_2020-12-06_11-23-05/img13339.png,685.4371933700958,380.11655906905764,647.752411923251,365.2627036082574,644.7266265516064,404.5979134396357,526.1708542626272,370.21398876185754
labeled-data/A1ENBX93_2020-12-06_11-23-05/img15196.png,1482.9260476263698,402.75448783008284,1521.54733622508,371.4896351549364,1480.3512950531224,356.4089415116305,1504.9953553970613,292.77577077280307
labeled-data/A1ENBX93_2020-12-06_11-23-05/img15867.png,756.2514984823422,472.32964834061175,702.371316860811,473.1338301558585,723.6821349648494,500.8781027818708,618.736408075151,553.5520116805317
labeled-data/A1ENBX93_2020-12-06_11-23-05/img17001.png,1462.802151620272,596.3583355532236,1444.0500938374732,634.2531189892961,1489.7582346830454,649.4891659378202,1425.2980360546744,733.0920902194648
labeled-data/A1ENBX93_2020-12-06_11-23-05/img17364.png,,,397.2693921861427,355.44675624654707,359.3677549277811,358.69546801154945,422.53715035838377,293.721232711501
labeled-data/A1ENBX93_2020-12-06_11-23-05/img17804.png,764.7479752170862,531.9468447552534,,,,,645.6331130485233,450.840996394247
labeled-data/A1ENBX93_2020-12-06_11-23-05/img18852.png,661.6954625237317,561.5152393374179,614.998086661109,577.1922155198699,636.3454584840223,598.2060346580502,539.2816272267137,658.2455179099936
labeled-data/A1ENBX93_2020-12-06_11-23-05/img18902.png,1364.008909092416,556.2532401210859,1333.4956922616336,536.27434814855,1322.2348622407499,566.7875649793322,1228.8789488418088,516.2954561760139
labeled-data/A1ENBX93_2020-12-06_11-23-05/img19087.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img19293.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img19919.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img20279.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img20395.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img20730.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img20774.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img21229.png,,,,,,,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img21600.png,1059.1526539661795,456.4150729854731,1106.6907653629237,437.3066164436445,1077.3289906766993,420.99451939574203,1105.2925856159607,329.64677592748814
labeled-data/A1ENBX93_2020-12-06_11-23-05/img21777.png,988.3529404464321,189.2393725143244,1035.3861536012175,165.31496351073412,1008.1993251880467,145.19671048498773,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img21998.png,777.2463062597964,480.5473812651642,811.3783412591889,437.8823375159235,778.9529080097659,428.78046151608544,794.3123237594926,308.7494717682216
labeled-data/A1ENBX93_2020-12-06_11-23-05/img22072.png,636.6545670115617,599.1802826503621,661.8789176426387,560.7234857865886,627.5572602265829,552.8667208359252,768.1520014489804,466.442306378628
labeled-data/A1ENBX93_2020-12-06_11-23-05/img22427.png,362.20956554421684,580.5341392680031,377.6352349094042,614.2777910043503,393.0609042745915,594.513652130204,506.8252158428479,656.6983817586155
labeled-data/A1ENBX93_2020-12-06_11-23-05/img23375.png,,,,,,,434.7951189957213,314.2379212729833
labeled-data/A1ENBX93_2020-12-06_11-23-05/img23612.png,376.88451454877963,729.8116032079794,376.3317140592741,764.3616338020754,402.589737310787,736.9980095715514,472.2425989884844,825.1696876476842
labeled-data/A1ENBX93_2020-12-06_11-23-05/img24090.png,1453.4044121044685,111.2865565591656,1426.9235273870684,145.6721829832524,1461.3091538111553,157.9245326286167,1400.0474055843338,275.7051840582475
labeled-data/A1ENBX93_2020-12-06_11-23-05/img24553.png,1064.1198645743414,436.89986493686445,1098.4392373829676,474.929440211288,1113.743822554382,446.175371101358,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img24921.png,648.3492782524527,478.82661494913043,616.9313568795179,497.5900957690776,648.3492782524527,514.1717764936822,554.0955141336483,584.425739563717
labeled-data/A1ENBX93_2020-12-06_11-23-05/img25087.png,578.0228085964221,432.28331301156527,562.4303628888683,390.4064588255635,533.9184621664842,407.7808983282664,459.96571966780033,309.7712395950709
labeled-data/A1ENBX93_2020-12-06_11-23-05/img26155.png,1431.504045341683,598.3660485624248,1414.3649204042372,648.6776733787984,1446.4316702872006,655.3121733545839,1397.7786704647733,770.8630479328488
labeled-data/A1ENBX93_2020-12-06_11-23-05/img26364.png,438.182009529589,616.9470349408894,489.40747731783404,616.4855442400944,480.639154002729,587.8731207908044,603.857171114994,539.4165972073295
labeled-data/A1ENBX93_2020-12-06_11-23-05/img26525.png,496.48927829766893,615.6014011648087,446.31929914193535,619.3024652008875,460.30109661156604,648.4997481521751,380.5226051672027,722.9322582110914
labeled-data/A1ENBX93_2020-12-06_11-23-05/img26989.png,1552.807216452156,833.162921775716,1527.5623043542116,789.2756130515975,1503.8709253084485,815.2972916756323,1418.0382241754378,696.4520131837714
labeled-data/A1ENBX93_2020-12-06_11-23-05/img27185.png,553.2314333385066,444.36267218235434,590.5619187394486,468.7257258124429,595.6703009522091,437.2895275800706,,
labeled-data/A1ENBX93_2020-12-06_11-23-05/img27459.png,676.0513233370386,192.10372192535772,651.1034102049524,150.22686773935598,624.3735032777173,175.76877880315845,592.8916128967514,106.86501872406339
labeled-data/A1ENBX93_2020-12-06_11-23-05/img28067.png,1114.8596796536149,583.0845836181987,1070.4537650429595,607.4362142111388,1097.1928103999135,628.4454641344597,984.5068335384651,685.2659355179867
labeled-data/A1ENBX93_2020-12-06_11-23-05/img28611.png,1582.4540610265444,700.9284729814831,1541.433934626672,659.9083465816107,1530.8859021238477,701.3191408519581,1441.8136276555535,659.5176787111357
labeled-data/A1ENBX93_2020-12-06_11-23-05/img28789.png,1252.5248836188844,725.4681724580344,1292.4598214896596,698.1442675990829,1262.6137100283436,678.8073503142864,1389.1444079136418,630.0446893352346
labeled-data/A1ENBX93_2020-12-06_11-23-05/img29785.png,342.25272574489577,212.54520121025504,383.3208289007914,234.80641600503958,390.6132958163243,201.41459381286276,480.04196904364846,242.4826969687584
labeled-data/A1ENBX93_2020-12-06_11-23-05/img29863.png,,,373.5120451008475,392.179862496777,346.3709088362703,389.1641806896017,388.59045413672374,275.07088565147154
labeled-data/A1ENBX93_2020-12-06_11-23-05/img30041.png,581.485510400933,244.6406457625352,534.5573891879127,262.9060821628126,551.6987987327884,289.3207132647521,446.0402743250302,317.1403779359438
labeled-data/A1ENBX93_2020-12-06_11-23-05/img30729.png,,,,,,,,
